日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,騎手,基準オッズ,人気,ラップ適性,ラップキャラ,SAV,信頼度,妙味度,展開順位,ST指数,仕上指数,合計値,合計値順位,出遅率,先行力,追走力,持久力,持続力,瞬発力,前3F順位,前3F差,前3F内外,勝負所順位,勝負所差,勝負所内外,G前順位,G前差,G前内外,斤量,騎手タイプ,騎手指数,騎手コメント,当該コース騎手総数,当該コース騎手勝率,当該コース騎手連対率,当該コース騎手複勝率,厩舎,最近放牧先,何走目,厩舎外厩総数,厩舎外厩勝率,厩舎外厩連対率,厩舎外厩複勝率,馬外厩総数,馬外厩勝率,馬外厩連対率,馬外厩複勝率,性,齢,前肢,後肢,蹄,重適性,特記1,特記2,特記3,父馬名,血統総数,血統勝率,血統連対率,血統複勝率,1週前追切,最終追切,調教指数,調教パターン,source_url,source_status
2026-08-30,新潟,2,202604030402,04263402,10:15,2R ダ1800 ２歳新馬 10:15,11,ギガントシュラーク,丸山元気,44.3,12,,,42,Ｄ,Ｄ,9,13,32,-23,12,,36 (10),41 (10),57 (5),47 (5),38 (10),12,13,中,12,15,外,9,17,大外,55,[先][続][瞬],45,"コース○,直近×",115,10%,22%,32%,萱野浩二,高橋ＴＣ,1,18,0 %,0 %,0 %,,,,,牡,2,,,,,,,,アニマルキングダム,7,0%,0%,14%,48(南Ｗ),46(南Ｗ),32,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263402&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,2,202604030402,04263402,10:15,2R ダ1800 ２歳新馬 10:15,12,エコロゲラン,菊沢一樹,31.1,11,,,59,Ｄ,Ｄ,6,24,33,-11,5,,55 (5),50 (4),43 (8),47 (7),53 (4),5,3,中,6,7,中,6,12,中,55,[続][瞬],60,"馬主○,コース×,直近◎,誕(無)",202,5%,10%,16%,古賀大生,千代田牧場,1,,,,,,,,,牡,2,,,,,,,,オメガパフューム,,,,,49(南Ｗ),52(美坂),33,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263402&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,2,202604030402,04263402,10:15,2R ダ1800 ２歳新馬 10:15,13,タイセイリッター,石田拓郎,16.2,4,,,66,Ｃ,Ｓ,4,27,34,-7,4,,56 (4),50 (5),41 (10),46 (10),53 (6),4,3,内,5,7,内,4,10,内,53,,40,"コース×,直近○",81,2%,5%,9%,新開幸一,ディアレストＣＥ,1,25,12 %,12 %,16 %,,,,,牡,2,,,,,,,,タイセイレジェンド,4,25%,50%,75%,57(南Ｗ),28(南Ｗ),34,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263402&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,1,ケイジャーダ,柴田大知,16.1,6,中速瞬発,,49,Ｄ,Ｄ,6,25,37,-14,6,0%,62 (2),53 (5),36 (7),37 (7),41 (7),1,0,最内,2,0,最内,6,11,最内,55,[続][瞬],39,馬主○,28,7%,14%,18%,佐藤吉勝,ビッグレッドＦ泊津,2,,,,,,,,,牝,2,短,短,中ベ,△,腰甘い,,,グローリーヴェイズ,1,0%,0%,0%,,63(美坂),37,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,2,ニシノリリックス,石橋脩,22.1,7,中速瞬発,,47,Ｄ,Ｄ,7,26,30,-20,7,0%,39 (7),46 (6),61 (1),55 (4),49 (5),7,12,内,7,7,中,7,12,中,55,[先][追],46,,21,10%,24%,33%,小野次郎,西山牧場阿見分場,2,,,,,,,,,牝,2,短,短,小標,○,腰甘い,,,リーチザクラウン,20,0%,10%,20%,,35(南Ｗ),30,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,3,イカルステソーロ,岩田望来,2.9,2,中速瞬発,,74,Ｂ,Ｃ,4,30,38,-8,4,0%,65 (1),57 (3),35 (8),41 (6),49 (6),2,0,内,3,0,内,4,4,内,55,[続][瞬],51,直近×,3,0%,0%,0%,武市康男,高橋ＴＣ,2,19,5 %,11 %,26 %,,,,,牡,2,短,短,小ベ,△,上が速×,,,フィエールマン,43,7%,21%,26%,,43(南Ｗ),38,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,4,タイセイソアリング,菊沢一樹,3.9,3,低速バランス,ピッタリ,88,Ａ,Ｂ,1,33,38,-5,2,0%,51 (4),62 (1),57 (3),57 (3),54 (3),4,6,内,1,0,中,1,0,中,55,[続][瞬],54,"直近◎,誕(無)",32,9%,16%,19%,池上昌和,吉澤Ｓ－ＥＡＳＴ,1,48,4 %,10 %,13 %,1,0%,0%,0 %,牡,2,普,普,小標ベ,△,,,,コントレイル,30,3%,17%,27%,56(南Ｗ),58(南Ｗ),38,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,5,エクスマキナ,津村明秀,2.8,1,中速バランス,カスリ,78,Ｃ,Ａ,3,36,43,3,1,0%,52 (3),54 (4),50 (5),58 (2),64 (1),3,4,最内,4,2,最内,3,3,外,55,[続][瞬],72,"枠脚質○,直近◎",22,0%,18%,27%,手塚貴徳,ビッグレッドＦ明和,3,,,,,,,,,牝,2,短,普,細標ベ,△,脚捌き△,腰甘い,,フィエールマン,43,7%,21%,26%,,60(南Ｗ),43,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,6,ウイニングレイ,岩田康誠,5.1,4,中速バランス,カスリ,81,Ｂ,ＡＡ,2,28,39,-9,5,0%,37 (8),39 (7),58 (2),61 (1),60 (2),8,13,最内,8,8,内,2,2,内,55,[先][続][瞬],44,"枠脚質○,直近×",9,0%,0%,0%,戸田博文,山元トレセン,1,71,3 %,11 %,24 %,1,0%,0%,0 %,牝,2,普,普,中標ベ,△,集中力×,腰甘い,,ウインブライト,65,3%,9%,26%,56(南Ｗ),52(南Ｗ),39,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,7,ハンデンブレイズ,小崎綾也,12.0,5,中速バランス,カスリ,59,Ｄ,Ｄ,5,30,38,-8,3,0%,50 (5),58 (2),56 (4),54 (5),52 (4),5,7,最内,5,2,内,5,8,内,55,[久][続][瞬],49,,6,0%,0%,17%,伊藤大士,エスティＦ小見川,1,2,0 %,0 %,0 %,1,0%,0%,0 %,牡,2,短,短,中標ベ,△,腰甘い,,,ファインニードル,41,15%,22%,29%,52(南Ｗ),55(南Ｗ),38,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,8,ルークスイテルム,石神深道,38.1,8,中速瞬発,,30,Ｄ,Ｄ,8,13,31,-32,8,100%,44 (6),33 (8),46 (6),36 (8),32 (8),6,10,最内,6,7,最内,8,17,最内,53,,45,直近◎,19,0%,11%,21%,中川公成,ノルマンディーＦ小野町,2,6,0 %,0 %,17 %,,,,,牡,2,短,短,小標起,○,,,,マインドユアビスケッツ,36,8%,14%,14%,,25(南Ｗ),31,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263403&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,1,ヒズストーリー,嶋田純次,23.7,8,,,38,Ｄ,Ｄ,11,23,36,-15,8,,40 (9),41 (7),49 (9),43 (9),41 (7),8,11,内,11,16,最内,11,24,外,55,[先][追],44,,16,0%,13%,13%,中川公成,ミルファーム千葉,1,16,0 %,0 %,0 %,,,,,牡,2,,,,,,,,ダノンスマッシュ,32,0%,9%,16%,61(美坂),34(南Ｗ),36,坂路終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,2,チェスティーノ,Ｃ．ルメール,2.5,1,,,130,ＡＡ,Ｓ,1,47,40,13,1,,61 (1),61 (2),54 (5),62 (2),64 (1),1,0,最内,1,0,最内,1,0,最内,55,[先][追][続][瞬],73,コース○,30,37%,67%,73%,鹿戸雄一,ノーザンＦ天栄,1,377,16 %,32 %,40 %,,,,,牡,2,,,,,,,,エフフォーリア,5,0%,0%,40%,54(南Ｗ),56(南Ｗ),40,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,3,ガヤーズサムライ,田辺裕信,15.9,6,,,56,Ｄ,Ｄ,6,27,36,-11,6,,54 (6),43 (6),23 (11),34 (11),47 (6),6,4,最内,6,9,最内,6,18,最内,55,[先][追][瞬],61,"コース×,直近◎",26,12%,19%,38%,田中勝春,ノーザンＦ天栄,1,20,15 %,25 %,25 %,,,,,牡,2,,,,,,,,イントゥミスチーフ,1,0%,0%,0%,49(南Ｗ),7(美坂),36,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,4,キャッチアップ,菊沢一樹,42.2,10,,,54,Ｄ,Ｄ,7,25,29,-20,11,,40 (8),41 (11),49 (7),43 (6),41 (8),9,11,中,8,14,外,7,19,外,55,[続][瞬],50,"コース×,直近◎,誕(無)",75,5%,9%,19%,小野次郎,真歌トレーニングＰ,1,5,20 %,40 %,60 %,,,,,牝,2,,,,,,,,ベンバトル,26,8%,19%,27%,,34(南Ｗ),29,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,5,オオルリ,原優介,46.6,11,,,39,Ｄ,Ｄ,8,23,36,-15,7,,40 (11),41 (10),49 (6),43 (7),41 (9),10,13,最内,9,15,内,8,23,内,55,[追][久][続],39,"コース×,直近○",52,0%,4%,15%,水野貴広,真歌トレーニングＰ,1,20,5 %,5 %,10 %,,,,,牝,2,,,,,,,,ベンバトル,26,8%,19%,27%,24(南Ｗ),51(南Ｗ),36,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,6,ペントザリス,岩田康誠,4.8,2,,,71,Ｃ,Ｃ,5,40,39,5,3,,59 (3),60 (4),57 (3),59 (4),57 (3),5,2,中,5,2,中,5,14,外,55,[先][続][瞬],48,"馬主○,直近×",20,5%,20%,25%,戸田博文,ノーザンＦ天栄,1,31,3 %,13 %,23 %,,,,,牡,2,,,,,,,,サリオス,8,0%,25%,38%,58(南Ｗ),50(南Ｗ),39,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,7,マイネルウルカヌス,柴田大知,16.1,7,,,39,Ｄ,Ｄ,9,23,33,-18,10,,40 (7),41 (9),49 (10),43 (8),41 (10),7,11,最内,7,14,最内,9,23,最内,55,[続][瞬],45,"調教師○,馬主○",46,0%,9%,15%,畠山吉宏,ビッグレッドＦ明和,1,21,10 %,10 %,14 %,,,,,牡,2,,,,,,,,ゴールドシップ,223,5%,14%,22%,42(南Ｗ),41(南Ｗ),33,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,8,ダディーズレガリア,岩田望来,4.9,3,,,75,Ｂ,Ｃ,4,39,39,4,4,,59 (4),60 (5),57 (2),59 (5),57 (4),4,2,内,4,2,内,4,13,中,55,[続][瞬],49,直近×,15,20%,40%,53%,畑端省吾,真歌トレーニングＰ,1,1,0 %,0 %,0 %,,,,,牡,2,,,,,,,,グレーターロンドン,44,11%,16%,23%,42(栗坂),60(栗坂),39,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,9,テキサス,津村明秀,5.3,4,,,82,Ｂ,Ｓ,3,46,41,13,2,,61 (2),61 (1),54 (4),62 (1),64 (2),2,0,内,2,0,内,3,10,内,55,[続][瞬],56,"コース○,直近◎",59,14%,27%,41%,田中博康,トゥモローＦ栃木,1,39,13 %,21 %,28 %,,,,,牡,2,,,,,,,,バーイード,,,,,49(南Ｗ),58(南Ｗ),41,併用平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,10,リアスハート,武藤雅,7.9,5,,,86,Ａ,Ｓ,2,38,38,2,5,,57 (5),60 (3),60 (1),60 (3),57 (5),3,2,最内,3,2,最内,2,9,最内,55,[久][続][瞬],38,コース×,32,0%,6%,9%,水野貴広,ＫＳトレーニングＣ,1,263,3 %,6 %,11 %,,,,,牝,2,,,,,,,,エフフォーリア,5,0%,0%,40%,49(南Ｗ),51(南Ｗ),38,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,11,ライヴテキーラ,杉原誠人,41.9,9,,,38,Ｄ,Ｄ,10,23,35,-16,9,,40 (10),41 (8),49 (8),43 (10),41 (11),11,13,内,10,15,中,10,24,中,55,[追][瞬],48,コース○,48,0%,8%,23%,牧光二,阿見トレセン,1,303,5 %,12 %,15 %,,,,,牝,2,,,,,,,,ジャスタウェイ,102,3%,12%,21%,49(南Ｗ),46(南Ｗ),35,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263404&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,1,セリエンクーニゲン,川田将雅,3.8,2,超高速スタミナ,,69,Ｃ,Ｄ,2,43,47,2,3,0%,54 (4),57 (4),57 (5),53 (10),49 (15),5,10,中,5,11,内,2,1,外,55,[先][追],63,"枠脚質×,直近×",13,0%,8%,15%,田中博康,トゥモローＦ栃木,2,8,13 %,25 %,38 %,1,0%,0%,0 %,牝,3,短,短,小標ベ,△,突っ張る,腰甘い,平坦向き,キングマン,13,8%,8%,8%,,58(美坂),47,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,2,チョコブラウニー,原優介,186.0,18,超高速底力,カスリ,32,Ｄ,Ｄ,17,16,40,-32,16,100%,30 (18),24 (18),30 (18),43 (15),54 (8),18,21,最内,18,31,最内,17,12,最内,55,[追][久][続],43,"枠脚質○,直近○",42,2%,5%,17%,天間昭一,ノルマンディーＦ小野町,1,23,0 %,4 %,4 %,1,0%,0%,0 %,牝,3,普,普,中標ベ,△,腰甘い,,,イスラボニータ,113,7%,14%,21%,51(南Ｗ),55(南Ｗ),40,コース平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,3,ゴッドレイ,石田拓郎,14.6,6,高速持続,カスリ,63,Ｃ,Ｓ,5,42,44,-2,6,0%,48 (11),51 (9),53 (7),57 (4),56 (5),7,12,内,8,16,内,5,3,内,53,,45,"枠脚質○,直近○",23,4%,4%,4%,伊藤大士,チャンピオンヒルズ,2,103,7 %,15 %,24 %,,,,,牝,3,短,普,細ベ,△,芝向き,腰甘い,,コントレイル,30,3%,17%,27%,16(美坂),52(美坂),44,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,4,ステキサプライズ,谷原柚希,66.7,16,高速バランス,,64,Ｃ,Ｓ,4,52,43,7,2,30%,53 (6),54 (8),53 (8),58 (3),57 (2),6,11,最内,7,13,最内,4,3,外,53,,48,,2,0%,0%,0%,粕谷昌央,ムラセファーム,5,10,10 %,10 %,10 %,,,,,牡,3,短,短,小標ベ,△,腰甘い,完歩小さ,追頭上る,ゴールドシップ,223,5%,14%,22%,48(美坂),52(美坂),43,坂路平均,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,5,エナノムスメ,丸田恭介,60.2,14,中速瞬発,,47,Ｄ,Ｄ,14,28,40,-20,15,50%,43 (16),47 (13),54 (6),53 (8),51 (10),16,18,内,16,21,内,14,8,外,55,[続][瞬],39,枠脚質×,27,0%,0%,15%,伊藤大士,阿見トレセン,1,147,3 %,10 %,13 %,1,0%,0%,0 %,牝,3,短,短,細標ベ,△,腰甘い,,,サトノダイヤモンド,99,8%,16%,24%,50(南Ｗ),45(南Ｗ),40,併用終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,6,ラウンドヒル,菊沢一樹,19.9,7,超高速底力,カスリ,56,Ｄ,Ｄ,9,43,43,-2,5,0%,58 (3),56 (7),50 (11),49 (14),49 (14),3,5,最内,3,9,最内,9,5,内,55,[続][瞬],56,"枠脚質○,直近◎,誕(無)",62,3%,8%,10%,田島俊明,相川牧場,2,4,0 %,0 %,0 %,2,0%,0%,0 %,牝,3,短,短,小ベ,△,,,,ベストウォーリア,5,0%,0%,0%,,56(南Ｗ),43,コース終い重点,https://stride.get-luck.jp/member/race_viewer_test.php?racedate=20260830&racekey=04263405&jo=0&idpm=iFT66JycF8pFY,PASS
