日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,枠,印,性齢,斤量,騎手,最高指数,5走平均,距離指数,コース指数,3走,2走,前走,単勝オッズ,人気,source_url,source_status
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,2,ニシノリリックス,2,--,牝2,55,石橋脩,57,57*,未,57,-,-,57,7.6,5,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,3,イカルステソーロ,3,--,牡2,55,岩田望来,63,63*,未,63,-,-,63,5.5,2,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,4,タイセイソアリング,4,--,牡2,55,菊沢一樹,58,58*,58,未,-,-,58,7.2,4,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,5,エクスマキナ,5,--,牝2,55,津村明秀,68,61*,68,68,-,53,68,3.3,1,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,6,ウイニングレイ,6,--,牝2,55,岩田康誠,57,57*,未,未,-,-,57,9,7,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,7,ハンデンブレイズ,7,--,牡2,55,小崎綾也,62,62*,未,未,-,-,62,6.1,3,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,3,202604030403,04263403,10:45,3R 芝2000 ２歳未勝利 10:45,8,ルークスイテルム,8,--,牡2,53,△石神深道,44,44*,未,44,-,-,44,9.1,8,https://race.netkeiba.com/race/speed.html?race_id=202604030403,PASS
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,1,ヒズストーリー,,,,55,嶋田純,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,2,チェスティーノ,,,,55,ルメー,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,3,ガヤーズサムライ,,,,55,田辺裕,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,4,キャッチアップ,,,,55,菊沢一,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,5,オオルリ,,,,55,原優介,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,6,ペントザリス,,,,55,岩田康,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,7,マイネルウルカヌス,,,,55,柴田大,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,8,ダディーズレガリア,,,,55,岩田望,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,9,テキサス,,,,55,津村明,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,10,リアスハート,,,,55,武藤雅,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,4,202604030404,04263404,11:15,4R 芝1800 ２歳新馬(無料開放レース) 11:15,11,ライヴテキーラ,,,,55,杉原誠,,,,,,,,,,https://race.netkeiba.com/race/speed.html?race_id=202604030404,HOLD_SOURCE_NOT_PUBLISHED
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,1,セリエンクーニゲン,1,--,牝3,55,川田将雅,78,70,63,78,73,78,78,24.7,8,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,2,チョコブラウニー,1,--,牝3,55,原優介,51,51*,未,未,-,-,51,112.9,16,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,3,ゴッドレイ,2,--,牝3,53,△石田拓郎,84,74,84,78,84,80,78,61.8,13,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,4,ステキサプライズ,2,--,牡3,55,◇今村聖奈,85,81*,未,85,46,76,85,15.1,5,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,5,エナノムスメ,3,--,牝3,55,丸田恭介,68,66*,未,未,-,68,63,89.5,15,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,6,ラウンドヒル,3,--,牝3,55,菊沢一樹,84,69*,60,61,84,70,61,37.1,11,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,7,エフティヴェント,4,--,牡3,55,△石神深道,77,72*,54,未,74,34,66,236.1,18,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,8,カラーオブサクセス,4,--,牝3,55,小崎綾也,80,66*,80,67,53,62,69,30.5,9,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,9,アリアス,5,--,牝3,55,三浦皇成,87,73,87,未,75,74,69,19.3,6,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,10,ソルティアーラ,5,--,牝3,55,Ｍ．ミシェル,59,59*,未,未,-,-,59,7.2,2,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,11,オンナキュヌヴィ,6,--,牝3,55,田辺裕信,76,74*,未,76,69,76,76,8.2,3,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,12,ネオアンボウ,6,--,牡3,57,野中悠太郎,70,69*,未,未,-20,67,70,32,10,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,13,ウインテラジーナ,7,--,牝3,55,津村明秀,92,80*,78,78,69,80,78,10.3,4,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,14,ワインレッドハート,7,--,牝3,52,▲上里直汰,-,-,未,未,-,-,31,78.7,14,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,15,ルディドゥゲンジ,7,--,牝3,55,嶋田純次,63,61,未,63,63,62,57,123.6,17,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,16,ペルウィクトール,8,--,牡3,57,岩田望来,86,69*,未,53,53,86,69,1.9,1,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,17,エイシンイクサボシ,8,--,牝3,55,木幡初也,78,65*,78,78,74,71,78,46.3,12,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,5,202604030405,04263405,11:45,5R 芝1400 ３歳未勝利 11:45,18,ミクロスギガース,8,--,牝3,55,杉原誠人,82,75*,82,76,82,75,76,22.5,7,https://race.netkeiba.com/race/speed.html?race_id=202604030405,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,1,ピコシー,1,--,牡4,58,内田博幸,88,84,88,未,87,85,80,39.9,9,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,2,ビービーアジャイル,2,--,牡3,55,Ｃ．ルメール,95,84,79,未,75,95,91,1.3,1,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,3,オクトーバーナイン,2,--,牡3,55,戸崎圭太,96,83,79,未,79,87,96,13,3,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,4,ニシノケンタマン,3,--,牡4,58,今村聖奈,88,84,93,86,83,84,81,10.3,2,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,5,コパノエビータ,3,--,牝5,56,嶋田純次,90,77,78,78,90,78,74,149.3,15,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,6,アルベリック,4,--,牡5,58,三浦皇成,90,80*,90,83,89,81,94,52.5,10,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,7,トゥーザムーン,4,--,牝4,56,岩田康誠,95,92,94,84,95,94,88,19.5,6,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,8,スターシップ,5,--,牡3,55,川田将雅,101,75,101,未,91,101,82,19.4,5,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,9,ヴァイヴァーイ,5,--,牝3,53,小崎綾也,84,69,84,54,54,77,84,16.1,4,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,10,フラッシング,6,--,牡5,58,丸田恭介,88,82,88,88,88,77,77,57.9,11,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,11,ジェーケーボンバー,6,--,牡4,58,菊沢一樹,79,68*,64,未,-,61,79,38.3,8,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,12,マハナ,7,--,牝5,56,石橋脩,91,76,96,88,91,74,74,66,12,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,13,クロドラバール,7,--,セ5,58,池添謙一,86,79,91,未,78,79,78,118.2,14,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,14,コスモコンフェルマ,8,--,牡4,58,柴田大知,91,82,91,91,76,73,91,32.2,7,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,6,202604030406,04263406,14:35,6R ダ1800 両津湾特別 2勝クラス 14:35,15,ノルドヴェスト,8,--,セ6,58,原優介,84,85,未,64,87,84,72,81,13,https://race.netkeiba.com/race/speed.html?race_id=202604030406,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,1,シャドウメテオ,1,--,牝4,56,三浦皇成,102,91,未,未,81,85,102,7.9,4,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,2,ウインデイジー,2,--,牝5,56,岩田康誠,105,93,100,102,105,87,100,8.1,5,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,3,チャリングクロス,3,--,牡3,55,戸崎圭太,91,84,未,未,91,81,83,2.5,1,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,4,シュバルツマサムネ,4,--,牡4,58,高田潤,108,93,93,未,105,108,79,31.4,9,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,5,サダムオプシス,5,--,牡5,58,Ｃ．ルメール,110,99,105,98,110,85,105,6.4,2,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,6,ナムラフッカー,5,--,牡5,58,原優介,109,97,101,75,109,73,101,70.8,12,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,7,オストラヴァ,6,--,牡4,58,津村明秀,103,92,84,未,84,91,103,6.8,3,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,8,ベンサレム,6,--,牡5,58,岩田望来,99,84,83,80,76,99,88,13.7,7,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,9,タイセイフェリーク,7,--,牝6,56,小崎綾也,96,90,93,92,84,85,93,23,8,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,10,サトノパトリオット,7,--,セ4,58,川田将雅,104,89,84,84,84,104,98,9.5,6,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,11,リンフレスカンテ,8,--,牡8,58,石橋脩,104,96,101,98,104,95,101,50.8,11,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,7,202604030407,04263407,15:10,7R 芝2200 日本海ステークス 3勝クラス WIN5 15:10,12,クリニクラウン,8,--,牝6,56,菊沢一樹,97,90,未,94,87,97,85,41.3,10,https://race.netkeiba.com/race/speed.html?race_id=202604030407,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,1,ボーンディスウェイ,1,--,牡7,57,丸山元気,100,96,106,104,97,98,96,59.2,11,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,2,サヴォーナ,2,--,牡6,57,池添謙一,96,98,102,78,107,96,88,30.1,9,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,3,ロデオドライブ,3,--,牡3,57,Ｃ．ルメール,107,97*,未,未,102,95,107,4.2,3,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,4,ドゥレッツァ,4,--,牡6,59,田辺裕信,104,100*,110,101,99,104,-,9,4,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,5,ゾロアストロ,5,--,牡3,55,岩田望来,103,87,103,73,95,77,103,3.3,1,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,6,チェルヴィニア,6,--,牝5,56,津村明秀,105,103,114,82,102,104,102,12.6,6,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,7,ジュンブロッサム,6,--,牡7,58,杉原誠人,106,95,99,100,83,94,88,41.6,10,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,8,ダノンシーマ,7,--,牡4,57,川田将雅,112,102,112,未,112,107,102,3.7,2,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,9,アーバンシック,7,--,牡5,59,三浦皇成,102,98*,108,未,96,-,102,14.5,7,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,10,バレエマスター,8,--,牡7,57,菊沢一樹,103,90,103,103,92,95,88,29.3,8,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,8,202604030408,04263408,15:45,8R 芝2000 新潟記念・Ｇ３ WIN5 15:45,11,ステレンボッシュ,8,--,牝5,56,戸崎圭太,100,94,111,未,91,99,95,11.7,5,https://race.netkeiba.com/race/speed.html?race_id=202604030408,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,1,カレンデュラ,1,--,牝3,54,嶋田純次,86,81,85,85,76,74,85,13.6,7,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,2,サトノアルペジオ,1,--,セ6,58,Ｍ．ミシェル,66,66*,66,72,81,78,66,15.9,8,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,3,ゼンダンタカ,2,--,牝4,56,杉原誠人,83,73*,102,102,63,71,83,64.3,17,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,4,フレッシュラン,2,--,牝4,56,石田拓郎,60,60*,未,未,38,60,60,82.1,18,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,5,ファイツオン,3,--,牡5,58,三浦皇成,100,85*,未,未,-,79,100,27.9,14,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,6,エリカカリーナ,3,--,牝5,56,原優介,95,84*,未,90,79,45,73,10.5,5,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,7,リュウノタブーク,4,--,牝5,56,上里直汰,89,77,75,75,64,74,75,18.4,11,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,8,ハニーローリエ,4,--,牝4,56,菊沢一樹,92,88*,90,90,90,85,85,7.7,3,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,9,バンディート,5,--,牡6,58,小崎綾也,85,73*,未,66,67,61,71,16.6,9,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,10,キントラダンサー,5,--,牝4,56,野中悠太郎,85,77,76,76,85,77,76,36,15,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,11,ビップムーラン,6,--,牝3,54,丸山元気,-,-,未,未,67,88,84,8.7,4,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,12,レジーナローズ,6,--,牝6,56,津村明秀,92,84*,90,90,74,75,78,18,10,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,13,ビーアイフォルテ,7,--,牝4,56,江田照男,-,66*,未,未,66,71,85,46.2,16,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,14,ケンキョ,7,--,牡6,58,丸田恭介,-,-,未,未,86,79,76,25,13,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,15,ミスエル,7,--,牡5,58,武藤雅,80,80*,80,80,83,75,80,12.4,6,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,16,スペルキャスター,8,--,牝6,56,石橋脩,96,76*,96,96,66,-,83,7,2,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
2026-08-30,新潟,9,202604030409,04263409,16:25,9R 芝1000 閃光特別 2勝クラス 16:25,17,ラトルシェ,8,--,牝4,56,岩田康誠,91,77*,96,96,86,72,74,24.6,12,https://race.netkeiba.com/race/speed.html?race_id=202604030409,PASS
