日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,馬トク指数,IDM,激走指数,激印,激走要因1,激走要因2,激走要因3,基準単オッズ,基準人気,馬体重,増減,波乱度,1番人気信頼度,1番人気妙味度,source_url,source_status
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,1,マムダッドベル,44,25,49.46,0,,,,44.6,11,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,2,ノルトハウゼン,63.3,36.8,52.55,0,,,,5,3,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,3,ルクスマグナ,42,23,46.92,0,,,,15.4,7,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,4,ビスクヴィート,39,18,41.34,0,,,,28.8,10,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,5,アルアンダルス,57,33,53.66,2,,,,28.1,9,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,6,ホウオウビリーヴ,63.1,28,51.4,3,,,,6.7,4,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,7,レーゲンシャウアー,33,15,44.69,0,,,,26.4,8,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,8,アウアリイ,52.5,29.2,49.9,0,,,,3.6,2,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,9,パープルタウン,46.1,26,49.57,0,,,,14,6,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,10,サウンドシェリー,54.6,29,51.07,0,,,,3,1,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,11,キムケンシーサー,57.2,32,50.99,0,,,,7.1,5,,,S,D,AA,https://umatoku.hochi.co.jp/data/race/04263303/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,1,ポケットブック,44,20,40.8,0,,,,78.9,12,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,2,ジェイエルキール,45,21.7,45.67,0,,,,32.9,9,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,3,クラウンロムパイア,44,20,38.99,0,,,,99.2,16,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,4,エクラドリオン,84.7,47.1,59.09,5,,,,2.1,1,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,5,ショウナンバッカス,44,20.2,44.55,0,,,,19.8,7,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,6,ヨツバ,44,20,35.8,0,,,,109.5,18,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,7,タワーウマザンマイ,48,26.7,47.23,0,,,,40.6,11,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,8,チョトツモウシン,44,20.4,39,0,,,,108.7,17,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,9,ニシノムホウモノ,44,20,45.24,0,,,,28.3,8,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,10,レッドアバンドーネ,54.1,33.6,50.84,4,,,,12.1,5,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,11,アヴァンデセール,44,20,46.26,0,,,,85.4,15,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,12,セレスティナ,54.3,33.4,52.25,0,,,,5.3,2,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,13,イントリー,58.2,37.5,54.2,2,,,,9,4,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,14,イデアモッコス,44,20,40.53,0,,,,83.9,13,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,15,コメットサン,58.3,38.6,55.27,0,,,,5.8,3,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,16,ホワイトホール,51,29.5,49.72,0,,,,39.3,10,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,17,モチロンコクラ,44,20,44.78,0,,,,83.9,14,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,18,ショウナンワンパク,54.1,34.6,50.9,3,,,,14,6,,,B,AA,B,https://umatoku.hochi.co.jp/data/race/04263304/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,1,ローレルエース,45,33,47.29,0,,,,40.4,10,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,2,イクオクコウネン,63.2,45.6,57.62,0,,,,5,3,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,3,レイランディ,54,42.1,49.67,0,,,,64,11,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,4,ブリックアブラック,51,39,51.22,0,,,,64.5,12,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,5,ピクシーゲイル,41,28,36.32,0,,,,191,17,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,6,サヴマ,56.1,43,53.27,0,,,,12.4,6,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,7,ヤマメホープ,59.6,44,54.12,0,,,,2.7,1,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,8,ピグマリオン,34,23,35.49,0,,,,110.8,14,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,9,ゾネブルーム,63.4,43.3,54.94,0,,,,4.4,2,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,10,アルティマローネ,55.1,41.1,53.77,3,,,,20,9,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,11,キコリータ,55.1,40.1,52.94,0,,,,11.5,4,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,12,アージェンタイド,36,26,33.65,0,,,,119.6,16,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,13,ゴールドエンバー,58.1,41,53.4,4,,,,11.6,5,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,14,アティラン,41,29,41.5,0,,,,117.8,15,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,15,アンヴデット,59.1,42,53.83,2,,,,13.6,7,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,16,ルミナスレイナ,47,35,46.87,0,,,,104.6,13,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,17,ホウライブラック,31,20,31.5,0,,,,198.5,18,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,18,オレンジフィールド,51,39,52.84,0,,,,15.3,8,,,S,D,A,https://umatoku.hochi.co.jp/data/race/04263305/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,1,ボールドタワー,48,42.3,50.03,0,,,,21,7,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,2,コスモシェルベット,50,46.3,48.13,0,,,,34.7,12,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,3,ルーナディサングエ,81.7,57,55.38,5,,,,2.7,1,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,4,ヨドノタイヨウ,53.2,51,51.07,3,,,,7.5,5,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,5,トレベルオール,50.2,46,46.01,0,,,,6.8,3,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,6,ルシャルムール,58.3,53.4,55.26,0,,,,5.3,2,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,7,アバレリュウ,46,40.1,47.87,0,,,,24.5,9,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,8,アビヤント,56.2,48.6,54.39,2,,,,7,4,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,9,ゴットランド,44,36,46.42,0,,,,27.5,11,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,10,リアライズオーラム,44,33,48.67,0,,,,21.6,8,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,11,ヴェーヌドール,44,37,43.52,0,,,,79.1,15,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,12,サウジバラード,49,42,50.06,4,,,,26.5,10,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,13,マルカベント,42,34,36.59,0,,,,52.6,14,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,14,ジンガー,41,33,39.28,0,,,,36.2,13,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,15,サトノラポール,44.1,38,47.23,0,,,,13.5,6,,,B,AA,S,https://umatoku.hochi.co.jp/data/race/04263306/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,1,ハギノコラソン,40,48,46.34,0,,,,63.7,15,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,2,ボウウィンドウ,81.6,57,54.8,0,,,,2.6,1,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,3,バンフィエルド,40,48,38.65,0,,,,37.9,12,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,4,ツルマウカタチ,51,55.2,49.75,4,,,,47.3,13,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,5,ロールザダイス,34,43,46.33,0,,,,30.2,11,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,6,オリバナム,50,54.2,50.67,2,,,,14,6,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,7,ジャンビ,50,54,36.19,0,,,,73.5,16,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,8,ホウオウタイタン,59.4,57.2,53.41,0,,,,5.2,2,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,9,バガン,48,53,41.78,0,,,,27.7,10,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,10,ペッレグリーニ,54,56,50.04,3,,,,27.7,9,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,11,ティムール,46,52,50.54,0,,,,56.5,14,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,12,マイネルアズーロ,47.2,51.1,49.53,0,,,,10.6,4,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,13,エリーナストーム,50.1,54.1,49.21,0,,,,12.4,5,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,14,カフェアローロ,47,52,42.25,0,,,,102,17,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,15,スピンザブラッド,49,53.8,44.16,0,,,,22.4,8,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,16,ピエナフェーヴル,55.3,54.5,45.52,0,,,,5.2,3,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,17,マイネルアレス,50.1,53.6,48.57,0,,,,15.5,7,,,S,AA,S,https://umatoku.hochi.co.jp/data/race/04263307/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,1,ピカピカサンダー,48.3,56,50.91,0,,,,6.2,3,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,2,アムールドパリ,52.2,58.2,52.06,2,,,,6.5,4,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,3,タガノバビロン,77.8,64,55.57,0,,,,2.2,1,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,4,フタイテンロック,51,60,46.49,0,,,,32.5,8,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,5,ショウナンライシン,48,58,49.24,0,,,,26.3,7,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,6,カズタンジャー,54.3,61,54.14,0,,,,3.9,2,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,7,メイショウズイウン,47.1,57,48.39,0,,,,16.6,6,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,8,ピースオブザライフ,40,52,43.9,0,,,,36.6,9,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,9,ハセドン,43,54,43.11,0,,,,41.7,10,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,10,ハビレ,49.2,58.1,50.9,3,,,,6.9,5,,,C,AA,B,https://umatoku.hochi.co.jp/data/race/04263308/previous,PASS_EMBEDDED_JSON
