日付,開催場,R,race_id,racekey,発走,番組表示,馬番,馬名,コンピ順位,コンピ指数,コンピ元表示,source_url,source_status
2026-08-29,新潟,2,202604030302,04263302,10:15,2R ダ1800 ３歳未勝利 10:15,11,アデルフィー,2,69,2R ３歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,2,202604030302,04263302,10:15,2R ダ1800 ３歳未勝利 10:15,12,ヌビアン,13,42,2R ３歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,2,202604030302,04263302,10:15,2R ダ1800 ３歳未勝利 10:15,13,バターショコラ,12,43,2R ３歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,2,202604030302,04263302,10:15,2R ダ1800 ３歳未勝利 10:15,14,ハチマン,15,40,2R ３歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,2,202604030302,04263302,10:15,2R ダ1800 ３歳未勝利 10:15,15,カシマライフウ,3,67,2R ３歳未勝利 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,1,マムダッドベル,11,40,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,2,ノルトハウゼン,3,62,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,3,ルクスマグナ,7,54,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,4,ビスクヴィート,9,42,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,5,アルアンダルス,8,48,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,6,ホウオウビリーヴ,5,56,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,7,レーゲンシャウアー,10,41,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,8,アウアリイ,2,73,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,9,パープルタウン,6,55,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,10,サウンドシェリー,1,82,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,3,202604030303,04263303,10:45,3R 芝1600 ２歳未勝利 10:45,11,キムケンシーサー,4,57,3R ２歳未勝利 芝1600m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,1,ポケットブック,14,44,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,2,ジェイエルキール,15,43,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,3,クラウンロムパイア,18,40,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,4,エクラドリオン,1,86,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,5,ショウナンバッカス,9,49,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,6,ヨツバ,13,45,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,7,タワーウマザンマイ,7,52,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,8,チョトツモウシン,12,46,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,9,ニシノムホウモノ,10,48,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,10,レッドアバンドーネ,5,57,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,11,アヴァンデセール,11,47,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,12,セレスティナ,2,70,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,13,イントリー,4,58,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,14,イデアモッコス,16,42,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,15,コメットサン,3,59,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,16,ホワイトホール,8,50,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,17,モチロンコクラ,17,41,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,4,202604030304,04263304,11:15,4R 芝1400 ２歳新馬 11:15,18,ショウナンワンパク,6,56,4R ２歳新馬 芝1400m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,1,ローレルエース,16,42,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,2,イクオクコウネン,3,62,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,3,レイランディ,10,48,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,4,ブリックアブラック,15,43,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,5,ピクシーゲイル,18,40,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,6,サヴマ,5,57,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,7,ヤマメホープ,1,79,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,8,ピグマリオン,14,44,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,9,ゾネブルーム,2,72,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,10,アルティマローネ,8,54,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,11,キコリータ,4,58,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,12,アージェンタイド,12,46,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,13,ゴールドエンバー,6,56,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,14,アティラン,11,47,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,15,アンヴデット,7,55,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,16,ルミナスレイナ,13,45,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,17,ホウライブラック,17,41,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,5,202604030305,04263305,11:45,5R 芝2200 ３歳未勝利 11:45,18,オレンジフィールド,9,50,5R ３歳未勝利 芝2200m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,1,ボールドタワー,6,55,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,2,コスモシェルベット,10,51,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,3,ルーナディサングエ,1,80,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,4,ヨドノタイヨウ,4,57,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,5,トレベルオール,5,56,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,6,ルシャルムール,2,76,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,7,アバレリュウ,8,53,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,8,アビヤント,3,61,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,9,ゴットランド,12,46,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,10,リアライズオーラム,7,54,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,11,ヴェーヌドール,13,42,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,12,サウジバラード,11,47,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,13,マルカベント,15,40,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,14,ジンガー,14,41,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,6,202604030306,04263306,14:35,6R ダ1800 新発田城特別 1勝クラス 14:35,15,サトノラポール,9,52,6R 新発田城特別 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,1,ハギノコラソン,15,42,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,2,ボウウィンドウ,1,84,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,3,バンフィエルド,17,40,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,4,ツルマウカタチ,8,52,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,5,ロールザダイス,11,49,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,6,オリバナム,9,51,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,7,ジャンビ,13,46,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,8,ホウオウタイタン,2,73,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,9,バガン,14,43,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,10,ペッレグリーニ,10,50,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,11,ティムール,12,47,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,12,マイネルアズーロ,3,57,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,13,エリーナストーム,7,53,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,14,カフェアローロ,16,41,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,15,スピンザブラッド,6,54,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,16,ピエナフェーヴル,4,56,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,7,202604030307,04263307,15:10,7R 芝2000 赤倉特別 2勝クラス WIN5 15:10,17,マイネルアレス,5,55,7R 赤倉特別 芝2000m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,1,ピカピカサンダー,3,63,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,2,アムールドパリ,4,62,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,3,タガノバビロン,1,85,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,4,フタイテンロック,9,48,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
2026-08-29,新潟,8,202604030308,04263308,15:45,8R ダ1800 ＢＳＮ賞 WIN5 15:45,5,ショウナンライシン,7,51,8R ＢＳＮ賞 ダ1800m,https://goku-uma.nikkansports.com/chuo/compi_detail_v1.php?kaicode=12026040829000,PASS_LOGGED_IN_DOM
